idx,token,csv_score,csv_nc,csv_dac,csv_ep,csv_ttc,csv_comfort,ar_score,ar_nc,ar_dac,ar_ep,ar_ttc,ar_comfort,human_score,human_nc,human_dac,human_ep,bev_path,combined_path
64,157c6c5b1b9d5608,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9785482417758727,1.0,1.0,0.9485157802620948,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/064_0.0000_157c6c5b1b9d5608_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/064_0.0000_157c6c5b1b9d5608_combined.png
65,159972aee8265c33,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/065_0.0000_159972aee8265c33_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/065_0.0000_159972aee8265c33_combined.png
66,15dd65ee730d54d4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9115496389552832,1.0,1.0,0.7877191334926795,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/066_0.0000_15dd65ee730d54d4_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/066_0.0000_15dd65ee730d54d4_combined.png
67,16ac515a3ba45d76,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8748142132081084,1.0,1.0,0.6995541116994602,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/067_0.0000_16ac515a3ba45d76_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/067_0.0000_16ac515a3ba45d76_combined.png
68,16b6a51da6515191,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/068_0.0000_16b6a51da6515191_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/068_0.0000_16b6a51da6515191_combined.png
69,179bc3ae5b9f56b0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9380277529689606,1.0,1.0,0.8512666071255056,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/069_0.0000_179bc3ae5b9f56b0_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/069_0.0000_179bc3ae5b9f56b0_combined.png
70,17aa66edae0e5214,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8224905363749269,1.0,1.0,0.5739772872998247,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/070_0.0000_17aa66edae0e5214_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/070_0.0000_17aa66edae0e5214_combined.png
71,184c11a8cc875403,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9483883796060097,1.0,1.0,0.8761321110544233,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/071_0.0000_184c11a8cc875403_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/071_0.0000_184c11a8cc875403_combined.png
72,18e5845edcdb500c,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8387941206834016,1.0,1.0,0.6131058896401639,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/072_0.0000_18e5845edcdb500c_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/072_0.0000_18e5845edcdb500c_combined.png
73,19611832f7595b10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/073_0.0000_19611832f7595b10_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/073_0.0000_19611832f7595b10_combined.png
74,1a37d69ab5805f15,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9651539081654988,1.0,1.0,0.9163693795971976,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/074_0.0000_1a37d69ab5805f15_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/074_0.0000_1a37d69ab5805f15_combined.png
75,1a4d88c3ccc6586d,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9626335612637801,1.0,1.0,0.9103205470330722,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/075_0.0000_1a4d88c3ccc6586d_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/075_0.0000_1a4d88c3ccc6586d_combined.png
76,1a928640315c5332,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9926275768357634,1.0,1.0,0.9823061844058325,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/076_0.0000_1a928640315c5332_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/076_0.0000_1a928640315c5332_combined.png
77,1afdce6720e45022,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9321530271427158,1.0,1.0,0.8371672651425178,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/077_0.0000_1afdce6720e45022_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/077_0.0000_1afdce6720e45022_combined.png
78,1b01f89fe48355b6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8907626112499609,1.0,1.0,0.7378302669999062,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/bev/078_0.0000_1b01f89fe48355b6_bev.png,/home/byounggun/DiffusionDrive/plots/ar_bad_scene_visualization_ipynb/combined/078_0.0000_1b01f89fe48355b6_combined.png
